price_id,target_predictor,source_predictor,ERRF,matched_ERRF,change_pct,ci95_low,ci95_high,zones_increase,zones_decrease
R10,GBR,MLP,3.1506023768507005,3.1395667075237617,0.3515029414884685,0.2632324864909663,0.43623461202693004,10,0
R10,GBR,QRLSTM,3.139908330001466,3.1395667075237617,0.010881198252143953,-0.047140788052751625,0.07146634038750764,4,6
R10,MLP,Ridge,3.414839612415146,3.40856130537056,0.18419228765795825,0.06257536092072857,0.31340757278161213,7,3
R10,MLP,GBR,3.4091089432558164,3.40856130537056,0.016066540578085764,-0.20388343824535693,0.2875913512928872,4,6
R10,MLP,MLP,3.40856130537056,3.40856130537056,0.0,0.0,0.0,0,0
R10,MLP,QRLSTM,3.401801501077214,3.40856130537056,-0.19831840145270174,-0.39360870826427696,0.02023470727204204,4,6
R10,QRLSTM,Ridge,3.3703724740887715,3.3428230513926964,0.8241364341614599,0.7359179326504262,0.9340435025761379,10,0
R10,QRLSTM,GBR,3.3511555808516014,3.3428230513926964,0.24926624385437357,0.14232619219008702,0.3604197928604602,10,0
R10,QRLSTM,MLP,3.3571456868991865,3.3428230513926964,0.42845927787062976,0.348555536549065,0.5074633356069158,10,0
R10,QRLSTM,QRLSTM,3.3428230513926964,3.3428230513926964,0.0,0.0,0.0,0,0
R20,Ridge,Ridge,4.736592486422059,4.736592486422059,0.0,0.0,0.0,0,0
R20,Ridge,GBR,4.731388625866485,4.736592486422059,-0.10986506798910112,-0.3376541897116009,0.08690632450937684,4,6
R20,Ridge,MLP,4.73714094248749,4.736592486422059,0.011579127125727062,-0.20251153026613483,0.2056287699382919,6,4
R20,Ridge,QRLSTM,4.725146942799256,4.736592486422059,-0.24164087697248204,-0.4841238734649314,-0.026708118787340904,2,8
R20,GBR,Ridge,4.60416129841059,4.56808389210693,0.7897710978118644,0.6333279876327108,0.9405236576576925,10,0
R20,GBR,GBR,4.56808389210693,4.56808389210693,0.0,0.0,0.0,0,0
R20,GBR,MLP,4.590805939893117,4.56808389210693,0.497408723719972,0.40351308342469694,0.5918316383510913,10,0
R20,GBR,QRLSTM,4.5688218901317965,4.56808389210693,0.016155526962657873,-0.05199887214816068,0.07449100196365076,6,4
R20,MLP,Ridge,5.179737502395221,5.169318844010073,0.2015479930633557,0.062126621649268306,0.3498296078805435,7,3
R20,MLP,GBR,5.168792675540297,5.169318844010073,-0.01017868089884244,-0.3179570430427289,0.3422029960225253,4,6
R20,MLP,MLP,5.169318844010073,5.169318844010073,0.0,0.0,0.0,0,0
R20,MLP,QRLSTM,5.156440891053396,5.169318844010073,-0.24912282150285625,-0.4409396713831121,-0.030925080985830387,2,8
R20,QRLSTM,Ridge,5.102536220361847,5.054494259206618,0.9504800815179903,0.8653629757060766,1.0478295937783781,10,0
R20,QRLSTM,GBR,5.062379984813421,5.054494259206618,0.15601413716990198,0.06295164295232025,0.24517604517948544,9,1
R20,QRLSTM,MLP,5.079603767430253,5.054494259206618,0.49677587778240717,0.4137269151926831,0.5858852489685805,10,0
R20,QRLSTM,QRLSTM,5.054494259206618,5.054494259206618,0.0,0.0,0.0,0,0
