zone_or_farm,price_id,method,rank,excess
zone10,ALL,ACI,6.2518181818181819,6.4836721206838908
zone10,ALL,AgACI,6.2181818181818178,7.5914169749699054
zone10,ALL,CART,4.6318181818181818,3.9774871388383626
zone10,ALL,CLARA,2.4868181818181818,1.1919616350966502
zone10,ALL,EEE,5.1100000000000003,5.3694506866627068
zone10,ALL,EnbPI-RH,5.2127272727272729,6.6355946271924493
zone10,ALL,LinUCB,4.4481818181818182,2.9350886277138688
zone10,ALL,Static,4.6363636363636367,6.7937083238334379
zone10,ALL,TSC,6.0040909090909089,6.0693866457406749
zone2,ALL,ACI,6.2400000000000002,9.8734650655956493
zone2,ALL,AgACI,6.5913636363636368,12.732776649382984
zone2,ALL,CART,4.7990909090909089,6.3757511756385696
zone2,ALL,CLARA,2.8036363636363641,2.1636382650879109
zone2,ALL,EEE,5.0618181818181816,7.6137979711009027
zone2,ALL,EnbPI-RH,5.1431818181818185,8.2279155269882036
zone2,ALL,LinUCB,4.0881818181818179,3.4761884311660176
zone2,ALL,Static,4.7213636363636367,9.1154641309172568
zone2,ALL,TSC,5.5513636363636367,8.3688116403520691
zone3,ALL,ACI,6.1827272727272726,8.5851465407102747
zone3,ALL,AgACI,6.5531818181818178,10.808540795924165
zone3,ALL,CART,4.5554545454545456,5.3099360934168587
zone3,ALL,CLARA,2.6463636363636365,1.8129278837387279
zone3,ALL,EEE,4.9045454545454543,6.5445070593838857
zone3,ALL,EnbPI-RH,5.1818181818181817,7.5775674590026574
zone3,ALL,LinUCB,4.7581818181818178,4.0158180956107739
zone3,ALL,Static,4.5595454545454546,7.5544245151850671
zone3,ALL,TSC,5.6581818181818182,7.5702122982625522
zone4,ALL,ACI,6.1381818181818177,6.9836490079392934
zone4,ALL,AgACI,6.2422727272727272,8.5469850828964571
zone4,ALL,CART,4.753181818181818,4.5191448129125975
zone4,ALL,CLARA,2.6090909090909089,1.3676262531110888
zone4,ALL,EEE,5.2645454545454546,5.8294875206680361
zone4,ALL,EnbPI-RH,5.1172727272727272,6.8502646318541496
zone4,ALL,LinUCB,4.4918181818181822,3.122149088991113
zone4,ALL,Static,4.6290909090909089,7.2298154117699367
zone4,ALL,TSC,5.7545454545454549,6.3442708532106629
zone5,ALL,ACI,6.3945454545454554,6.8622812777286439
zone5,ALL,AgACI,6.375454545454545,8.4812709881693777
zone5,ALL,CART,4.5072727272727269,3.8344448257745669
zone5,ALL,CLARA,2.7149999999999999,1.1816081785493782
zone5,ALL,EEE,5.080909090909091,5.3233533335248397
zone5,ALL,EnbPI-RH,4.9663636363636368,6.2331842628182184
zone5,ALL,LinUCB,4.4436363636363634,2.6449304013396371
zone5,ALL,Static,4.5804545454545451,6.2216407651115659
zone5,ALL,TSC,5.9363636363636365,6.0378869139248401
zone6,ALL,ACI,6.1699999999999999,6.8515907428651692
zone6,ALL,AgACI,6.1231818181818181,8.1154937723838767
zone6,ALL,CART,4.5845454545454549,4.1158184538738176
zone6,ALL,CLARA,2.4827272727272729,1.0265539951047538
zone6,ALL,EEE,5.1745454545454548,5.608855269599986
zone6,ALL,EnbPI-RH,5.2690909090909095,7.0372946221224177
zone6,ALL,LinUCB,4.5190909090909095,2.9529105143867178
zone6,ALL,Static,4.6940909090909093,6.770932385695402
zone6,ALL,TSC,5.9827272727272716,6.3785329629055356
zone7,ALL,ACI,6.4527272727272731,10.005119768121816
zone7,ALL,AgACI,6.8395454545454548,13.220563877665851
zone7,ALL,CART,4.5027272727272729,5.9244149244157365
zone7,ALL,CLARA,2.7095454545454545,2.047026810821102
zone7,ALL,EEE,5.0463636363636359,7.2964665320902871
zone7,ALL,EnbPI-RH,4.9663636363636368,7.7791714741447882
zone7,ALL,LinUCB,4.2263636363636365,3.2183507897258088
zone7,ALL,Static,4.5209090909090905,8.3017802389792354
zone7,ALL,TSC,5.7354545454545454,8.4320617866929037
zone8,ALL,ACI,6.3581818181818184,9.2300808872048599
zone8,ALL,AgACI,6.5122727272727277,11.384620132901029
zone8,ALL,CART,4.5263636363636364,5.6559337137168058
zone8,ALL,CLARA,2.5731818181818182,1.9918943659752384
zone8,ALL,EEE,5.2031818181818181,7.2594693048566814
zone8,ALL,EnbPI-RH,4.9813636363636364,7.898696835474678
zone8,ALL,LinUCB,4.2690909090909095,2.9712163584743472
zone8,ALL,Static,4.6886363636363644,8.8684001109023995
zone8,ALL,TSC,5.8877272727272727,8.1645395450658071
zone9,ALL,ACI,6.4327272727272726,8.7763170803973214
zone9,ALL,AgACI,6.7013636363636362,11.374044055488479
zone9,ALL,CART,4.5468181818181819,5.2593295278507499
zone9,ALL,CLARA,2.9586363636363635,1.9238878258660623
zone9,ALL,EEE,5.1963636363636363,6.6072624308942771
zone9,ALL,EnbPI-RH,4.9249999999999998,7.2061106009835951
zone9,ALL,LinUCB,4.0549999999999997,2.4978385193341288
zone9,ALL,Static,4.3468181818181817,7.6379356971568928
zone9,ALL,TSC,5.8372727272727269,7.5159930662566543
Pooled,ALL,ACI,6.295454545454545,8.2519387412877077
Pooled,ALL,AgACI,6.466636363636364,10.324575198277437
Pooled,ALL,CART,4.595272727272727,5.0403433688298112
Pooled,ALL,CLARA,2.6604090909090909,1.6454909394028288
Pooled,ALL,EEE,5.1084545454545456,6.4163163161239156
Pooled,ALL,EnbPI-RH,5.0789090909090913,7.2969099996159574
Pooled,ALL,LinUCB,4.3863181818181811,3.1633132332284832
Pooled,ALL,Static,4.5872272727272732,7.6537742015738583
Pooled,ALL,TSC,5.8213181818181816,7.2640923913162183
Pooled,R01,ACI,8.0027272727272738,19.566578686520423
Pooled,R01,AgACI,8.8613636363636363,27.153487831322469
Pooled,R01,CART,4.8168181818181814,9.7711800921909848
Pooled,R01,CLARA,2.9049999999999998,3.6619054256932713
Pooled,R01,EEE,5.6113636363636363,12.179138856766254
Pooled,R01,EnbPI-RH,3.4945454545454546,4.7126015554131229
Pooled,R01,LinUCB,3.0704545454545453,2.6868188829135842
Pooled,R01,Static,1.3300000000000001,0.15478893865624549
Pooled,R01,TSC,6.9077272727272732,15.442270534642557
Pooled,R02,ACI,8.0027272727272738,11.101587514554968
Pooled,R02,AgACI,8.8631818181818183,15.879066197658982
Pooled,R02,CART,4.8806818181818183,5.4806553483758247
Pooled,R02,CLARA,3.0111363636363642,2.5283104662571341
Pooled,R02,EEE,5.3368181818181819,6.3562341815899313
Pooled,R02,EnbPI-RH,3.1127272727272728,2.7013583832999131
Pooled,R02,LinUCB,3.6400000000000001,2.785394625014658
Pooled,R02,Static,1.3020454545454545,0.1104935956750271
Pooled,R02,TSC,6.8506818181818172,8.5477639748634537
Pooled,R05P6179775281,ACI,5.9729545454545452,3.6671469880509839
Pooled,R05P6179775281,AgACI,6.4395454545454553,4.8035042721678209
Pooled,R05P6179775281,CART,3.3040909090909087,0.97707179921281762
Pooled,R05P6179775281,CLARA,2.7563636363636363,0.95036694621748763
Pooled,R05P6179775281,EEE,4.5597727272727271,2.6137688944230422
Pooled,R05P6179775281,EnbPI-RH,5.4629545454545454,4.4945518835672136
Pooled,R05P6179775281,LinUCB,5.4390909090909094,2.8406129007732721
Pooled,R05P6179775281,Static,5.6540909090909093,5.1711225447278579
Pooled,R05P6179775281,TSC,5.4111363636363636,3.1887778654041812
Pooled,R10,ACI,5.0374999999999996,3.1552694006331361
Pooled,R10,AgACI,4.7984090909090913,2.5208788996575331
Pooled,R10,CART,4.5295454545454543,2.5798637671620099
Pooled,R10,CLARA,2.4288636363636358,0.63352090737806477
Pooled,R10,EEE,4.8477272727272727,4.0541719696169576
Pooled,R10,EnbPI-RH,6.3631818181818183,9.0521977289388165
Pooled,R10,LinUCB,5.0747727272727277,3.1809163741087296
Pooled,R10,Static,6.8806818181818183,11.816725826728504
Pooled,R10,TSC,5.0393181818181816,3.7115026342545199
Pooled,R20,ACI,4.4613636363636369,3.769111116679027
Pooled,R20,AgACI,3.3706818181818186,1.2659387905803792
Pooled,R20,CART,5.4452272727272728,6.3929458372074173
Pooled,R20,CLARA,2.2006818181818182,0.45335095146818649
Pooled,R20,EEE,5.186590909090909,6.8782676782233914
Pooled,R20,EnbPI-RH,6.9611363636363643,15.523840446860724
Pooled,R20,LinUCB,4.7072727272727271,4.3228233833321728
Pooled,R20,Static,7.7693181818181811,21.015740102081661
Pooled,R20,TSC,4.8977272727272725,5.4301469474163824
