price_id,method,mean_errf,mean_capacity_cost,mean_exceedance_cost,coverage,width,interval_score,tuwr,towr,ard,under_gap,over_gap
R01,NMIN_10,1.6528404773094583,1.4383899054386007,0.21445057187085767,0.591023684063148,0.4032197199261769,0.6709817602734031,0.18488438699005863,0.18396451908393857,0.05495896223328267,0.02594440357939795,0.02901455865388472
R01,NMIN_20,1.652812515763004,1.4383511528347033,0.2144613629283008,0.5910088611824137,0.4032088343632843,0.6709699922034175,0.18502410847679818,0.18391594131519284,0.05494890896196682,0.025945930207859735,0.029002978754107085
R01,NMIN_30,1.652625245912025,1.4380993332584937,0.21452591265353121,0.5909268623017481,0.40313809852727045,0.670955689702499,0.18531169456901947,0.18348429227910265,0.05493359829775886,0.02597989470689126,0.028953703590867602
R01,NMIN_50,1.652134852405051,1.4374742699061598,0.21466058249889133,0.5907412322421799,0.4029625189339182,0.6709315364469923,0.18553357372814602,0.18232628148824256,0.05483786339565583,0.026023362432448953,0.028814500963206875
R01,NU_0,1.6524284385373917,1.437782874796608,0.21464556374078364,0.5907580541708245,0.40304920570089814,0.6708955835188389,0.18504132304526488,0.18228250466703247,0.05475363697934339,0.025971499543859865,0.028782137435483524
R01,NU_10,1.6524056518271213,1.437782738572153,0.21462291325496813,0.5908075763415771,0.40304916743560176,0.6709048610356322,0.18514462285338215,0.18258650872106588,0.054825873515685256,0.025986196572812224,0.028839676942873028
R01,NU_100,1.6522938652857526,1.4376953168401343,0.2145985484456185,0.5909031573634937,0.4030246107693044,0.6708302350704002,0.1856761131183483,0.18367005392729943,0.05502091674554852,0.0260368029852032,0.02898411376034532
R01,NU_30,1.6524005978456628,1.437807209965921,0.21459338787974205,0.5908742685856071,0.40305604142261514,0.6709342459859206,0.18535967007495782,0.1830900808510374,0.05492490601411258,0.02600328085633527,0.028921625157777315
R01,NU_60,1.6523797234284843,1.4378046958885045,0.21457502753997973,0.5909201542927295,0.4030553352210937,0.6709235495525014,0.18560581636466358,0.18357672308667217,0.05501147762386891,0.02602610344997271,0.028985374173896194
R01,TOL_0.5,1.7167448938299539,1.5181481621674557,0.19859673166249828,0.6144364303335226,0.4256237246252935,0.6656494428874765,0.08832692709220516,0.2525647317864639,0.05174530308420646,0.012443130288411078,0.039302172795795384
R01,TOL_1,1.6521871659581868,1.4375411506498825,0.21464601530830446,0.5907576100894001,0.40298130565968304,0.6709519356310871,0.18549606741938107,0.18244422642335767,0.05484610146066136,0.026020215973991834,0.028825885486669523
R01,TOL_2,1.6193784542145413,1.395097503063374,0.22428095115116706,0.576716022148407,0.39105893274212444,0.6745824627005328,0.24316109893717464,0.14542656968713857,0.05780077799896344,0.03459512914392783,0.02320564885503561
R02,CLARA,1.8777888937677887,1.4578915577855298,0.41989733598225876,0.5974076213256514,0.4086977121584604,0.6690136301121659,0.1593868003165321,0.20347355068623357,0.054085769864194846,0.022264327262250378,0.031821442601944465
R02,NMIN_10,1.878248244837102,1.4588408915336313,0.41940735330347056,0.5977199763479705,0.40896437894163495,0.6690866241390766,0.1589286450824102,0.20546310429076814,0.05428072460838094,0.022208841834876144,0.03207188277350479
R02,NMIN_20,1.8782260368138928,1.458780471508215,0.419445565305678,0.5976944424698957,0.4089474070243832,0.6690755106031794,0.15907195174720903,0.20531913512949873,0.054260565207596353,0.02221078482511906,0.032049780382477286
R02,NMIN_30,1.8781291846189148,1.4585638447520688,0.4195653398668459,0.5976228708946797,0.4088865568119826,0.6690519728296696,0.15923654977677013,0.20491527161763753,0.054236157530005547,0.022234110446889357,0.032002047083116186
R02,NMIN_50,1.8777816411047692,1.4578819188784835,0.4198997222262858,0.5974077442829187,0.4086950046003013,0.6689946180997067,0.15936812334289888,0.20343611153149546,0.05407813273431995,0.022260146849668885,0.03181798588465106
R02,NU_0,1.878149614941189,1.458439975441983,0.41970963949920603,0.5975164998948108,0.40885176206195845,0.66902499081598,0.1587053237535196,0.20372591841124174,0.05403915004725256,0.0221838123305045,0.031855337716748054
R02,NU_10,1.8780225875191046,1.4582280335445312,0.41979455397457344,0.5974792780988238,0.40879222782110125,0.6690456739806756,0.1590311457970796,0.20373427176869113,0.05408588474131217,0.022226657201540097,0.03185922753977207
R02,NU_100,1.8776318330679687,1.4576446013321285,0.4199872317358403,0.5974145402490247,0.4086283423681791,0.6688959169421027,0.15990445181111818,0.20381132075431846,0.054222536844512184,0.02233325363678787,0.031889283207724314
R02,NU_30,1.877818191706726,1.4579574027562783,0.41986078895044765,0.597436482927051,0.4087162079367605,0.6690500558221528,0.15953401469480616,0.20368172448422545,0.05414142402615918,0.022278952379587335,0.03186247164657184
