price_id,regime,method,changed_fraction,delta_ERRF_contribution,delta_capacity_contribution,delta_exceedance_contribution,delta_covered_contribution,delta_width_contribution
R05P6179775281,ordinary,NO_BACKOFF_EXACT,0.10281432481465555,0.0046901452449568566,0.0047097898671941149,-1.9644622237257769e-05,0.00028751181457245534,0.0013229746817960992
R05P6179775281,ordinary,NO_G,0.36088292637835945,-0.01192103533629502,-0.020080186064126791,0.0081591507278317762,-0.0032228578870045848,-0.0056405017034064035
R05P6179775281,ordinary,NO_RWG,0.50945358402824081,-0.02107983391835256,-0.0096528544250142137,-0.011426979493338343,0.0011405543109425705,-0.0027114759620826471
R05P6179775281,ordinary,NO_SCREEN,0.1579538757567677,-0.0098848334317258781,-0.026627493147287167,0.016742659715561287,-0.0058546486951565006,-0.0074796329065413393
R05P6179775281,ordinary,WIDTH_ONLY,0.80965755669268658,0.064780229169299736,-0.23487603385433822,0.29965626302363785,-0.1004519523724345,-0.065976414004027581
R05P6179775281,ordinary,WIDTH_SAME_SCREEN,0.69726149732636988,0.06290924308781165,-0.17438513708112632,0.23729438016893792,-0.081139712880064746,-0.048984589067732121
R05P6179775281,overall,FIX_REFERENCE_PRICE,0,0,0,0,0,0
R05P6179775281,overall,GLOBAL_SCORE_SAME_SCREEN,0.753805207488635,0.037655753287799021,-0.030469183670204326,0.068124936958003326,-0.029210797226405731,-0.0085587594579225636
R05P6179775281,overall,NO_BACKOFF_EXACT,0.085192946840331255,0.0047770949760503204,0.00099276407934254136,0.0037843308967077821,-0.00073840466540313755,0.00027886631442206213
R05P6179775281,overall,NO_G,0.37274250003876769,-0.012034040167049009,-0.015531755862844606,0.0034977156957955976,-0.0028353969366402567,-0.0043628527704619681
R05P6179775281,overall,NO_RWG,0.50722722698879585,-0.024919597264747302,-0.042135853219053374,0.017216255954306078,-0.0091962987906203282,-0.011835913825576794
R05P6179775281,overall,NO_SCREEN,0.20017093546945186,-0.014305013319284642,-0.037891484810336523,0.023586471491051874,-0.0092414717845622305,-0.010643675508521494
